Testing numbers_000001.png . . . 32223324 → 32223364 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001537.png . . . 17643854 → 14643854 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001538.png . . . 7339 → 7339 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001539.png . . . 372 → 322 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001540.png . . . 445859 → 445858 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001541.png . . . 98683288 → 88683288 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001542.png . . . 58915 → 58915 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001543.png . . . 8358514 → 8308514 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001544.png . . . 3383 → 3383 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001545.png . . . 0973304 → 0823304 | 5/7 · 71.43% | [WRONG]
Testing numbers_001546.png . . . 93153290 → 83533290 | 5/8 · 62.50% | [WRONG]
Testing numbers_001547.png . . . 83173 → 83123 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001548.png . . . 8177226 → 8177226 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001549.png . . . 6705354 → 6705354 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001550.png . . . 579 → 579 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001551.png . . . 849 → 888 | 1/3 · 33.33% | [WRONG]
Testing numbers_001552.png . . . 30747 → 30242 | 3/5 · 60.00% | [WRONG]
Testing numbers_001553.png . . . 472717 → 422317 | 4/6 · 66.67% | [WRONG]
Testing numbers_001554.png . . . 67987420 → 61952420 | 5/8 · 62.50% | [WRONG]
Testing numbers_001555.png . . . 8260973 → 8260923 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001556.png . . . 579893 → 029883 | 3/6 · 50.00% | [WRONG]
Testing numbers_001557.png . . . 278772 → 218772 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001558.png . . . 692 → 692 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001559.png . . . 060947 → 060748 | 4/6 · 66.67% | [WRONG]
Testing numbers_001560.png . . . 147325 → 142325 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001561.png . . . 6484148 → 6484148 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001562.png . . . 62467754 → 62463254 | 6/8 · 75.00% | [WRONG]
Testing numbers_001563.png . . . 87801 → 32801 | 3/5 · 60.00% | [WRONG]
Testing numbers_001564.png . . . 2326193 → 2326143 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001565.png . . . 8023 → 8023 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001566.png . . . 8859481 → 8808481 | 5/7 · 71.43% | [WRONG]
Testing numbers_001567.png . . . 9937 → 4832 | 1/4 · 25.00% | [WRONG]
Testing numbers_001568.png . . . 23873 → 23873 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001569.png . . . 88773174 → 88223124 | 5/8 · 62.50% | [WRONG]
Testing numbers_001570.png . . . 19587 → 19557 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001571.png . . . 091 → 091 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001572.png . . . 8125842 → 8125842 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001573.png . . . 3053861 → 3053861 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001574.png . . . 498572 → 498572 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001575.png . . . 17125 → 17145 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001576.png . . . 76806 → 76806 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001577.png . . . 1463 → 1463 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001578.png . . . 956284 → 356264 | 4/6 · 66.67% | [WRONG]
Testing numbers_001579.png . . . 60811928 → 60811725 | 6/8 · 75.00% | [WRONG]
Testing numbers_001580.png . . . 536015 → 536015 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001581.png . . . 9867 → 9862 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001582.png . . . 215 → 215 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001583.png . . . 830796 → 830796 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001584.png . . . 935 → 835 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001585.png . . . 042878 → 042825 | 4/6 · 66.67% | [WRONG]
Testing numbers_001586.png . . . 54223 → 54223 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001587.png . . . 32981 → 32981 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001588.png . . . 772076 → 772076 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001589.png . . . 03339 → 03337 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001590.png . . . 324 → 324 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001591.png . . . 48293 → 28293 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001592.png . . . 93314 → 93314 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001593.png . . . 91456924 → 81466824 | 5/8 · 62.50% | [WRONG]
Testing numbers_001594.png . . . 3809 → 3504 | 2/4 · 50.00% | [WRONG]
Testing numbers_001595.png . . . 716421 → 216421 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001596.png . . . 69330630 → 68330630 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001597.png . . . 04057 → 04057 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001598.png . . . 00860 → 00860 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001599.png . . . 75009378 → 7500834804 | 4/8 · 50.00% | [WRONG]
Testing numbers_001600.png . . . 569 → 568 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001601.png . . . 26717 → 26217 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001602.png . . . 5572477 → 5522637 | 4/7 · 57.14% | [WRONG]
Testing numbers_001603.png . . . 61456211 → 614006211 | 6/8 · 75.00% | [WRONG]
Testing numbers_001604.png . . . 24509 → 34503 | 3/5 · 60.00% | [WRONG]
Testing numbers_001605.png . . . 8979 → 8879 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001606.png . . . 502 → 522 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001607.png . . . 9085010 → 9005010 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001608.png . . . 6043471 → 6093721 | 4/7 · 57.14% | [WRONG]
Testing numbers_001609.png . . . 7132 → 2132 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001610.png . . . 679 → 679 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001611.png . . . 00671 → 0061 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001612.png . . . 64180 → 64180 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001613.png . . . 3533720 → 3533320 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001614.png . . . 452207 → 452207 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001615.png . . . 69169793 → 6916283 | 5/8 · 62.50% | [WRONG]
Testing numbers_001616.png . . . 8986601 → 8886601 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001617.png . . . 785 → 785 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001618.png . . . 99102276 → 98102296 | 6/8 · 75.00% | [WRONG]
Testing numbers_001619.png . . . 6566 → 6266 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001620.png . . . 815267 → 815262 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001621.png . . . 32432827 → 32432822 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001622.png . . . 92576321 → 72586321 | 6/8 · 75.00% | [WRONG]
Testing numbers_001623.png . . . 56890651 → 56880651 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001624.png . . . 383 → 383 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001625.png . . . 137905 → 832908 | 3/6 · 50.00% | [WRONG]
Testing numbers_001626.png . . . 8440 → 8420 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001627.png . . . 4097 → 40022 | 1/4 · 25.00% | [WRONG]
Testing numbers_001628.png . . . 428414 → 428114 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001629.png . . . 540958 → 840458 | 4/6 · 66.67% | [WRONG]
Testing numbers_001630.png . . . 0000 → 0000 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001631.png . . . 34897162 → 34892164 | 6/8 · 75.00% | [WRONG]
Testing numbers_001632.png . . . 359869 → 389868 | 4/6 · 66.67% | [WRONG]
Testing numbers_001633.png . . . 52644535 → 52644535 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001634.png . . . 0974960 → 0924960 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001635.png . . . 4449537 → 4428537 | 5/7 · 71.43% | [WRONG]
Testing numbers_001636.png . . . 7749184 → 7789184 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001637.png . . . 001593 → 031583 | 4/6 · 66.67% | [WRONG]
Testing numbers_001638.png . . . 70945 → 70945 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001639.png . . . 0679715 → 0634212 | 3/7 · 42.86% | [WRONG]
Testing numbers_001640.png . . . 59439 → 59439 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001641.png . . . 541017 → 541017 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001642.png . . . 159106 → 159106 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001643.png . . . 4267 → 4267 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001644.png . . . 2702885 → 2302085 | 5/7 · 71.43% | [WRONG]
Testing numbers_001645.png . . . 8826938 → 8826838 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001646.png . . . 68104160 → 58144160 | 6/8 · 75.00% | [WRONG]
Testing numbers_001647.png . . . 11653364 → 16653366 | 6/8 · 75.00% | [WRONG]
Testing numbers_001648.png . . . 530 → 530 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001649.png . . . 347 → 382 | 1/3 · 33.33% | [WRONG]
Testing numbers_001650.png . . . 185 → 180 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001651.png . . . 246245 → 242245 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001652.png . . . 14384 → 14384 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001653.png . . . 72496 → 72446 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001654.png . . . 34532951 → 39532951 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001655.png . . . 9980612 → 8989612 | 5/7 · 71.43% | [WRONG]
Testing numbers_001656.png . . . 1195937 → 1195937 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001657.png . . . 1196 → 1196 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001658.png . . . 5089201 → 5083201 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001659.png . . . 4054 → 4054 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001660.png . . . 2610993 → 4610193 | 5/7 · 71.43% | [WRONG]
Testing numbers_001661.png . . . 2965 → 2965 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001662.png . . . 3006051 → 3006051 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001663.png . . . 926503 → 726503 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001664.png . . . 45550513 → 65550513 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001665.png . . . 421231 → 921231 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001666.png . . . 75773531 → 25733531 | 6/8 · 75.00% | [WRONG]
Testing numbers_001667.png . . . 62520857 → 62520857 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001668.png . . . 502571 → 502521 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001669.png . . . 235373 → 238323 | 4/6 · 66.67% | [WRONG]
Testing numbers_001670.png . . . 58039 → 55039 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001671.png . . . 0028496 → 0020416 | 5/7 · 71.43% | [WRONG]
Testing numbers_001672.png . . . 187108 → 187108 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001673.png . . . 246 → 246 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001674.png . . . 751 → 751 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001675.png . . . 84821203 → 84821203 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001676.png . . . 50876571 → 50876571 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001677.png . . . 763906 → 863706 | 4/6 · 66.67% | [WRONG]
Testing numbers_001678.png . . . 774 → 774 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001679.png . . . 4163423 → 4163623 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001680.png . . . 15991197 → 17931187 | 5/8 · 62.50% | [WRONG]
Testing numbers_001681.png . . . 317 → 313 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001682.png . . . 161377 → 121382 | 3/6 · 50.00% | [WRONG]
Testing numbers_001683.png . . . 2178253 → 2178253 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001684.png . . . 15682 → 120682 | 3/5 · 60.00% | [WRONG]
Testing numbers_001685.png . . . 365 → 365 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001686.png . . . 049 → 044 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001687.png . . . 0633 → 0633 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001688.png . . . 4790 → 4790 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001689.png . . . 8555 → 8558 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001690.png . . . 2388380 → 2388880 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001691.png . . . 77095739 → 72040238 | 3/8 · 37.50% | [WRONG]
Testing numbers_001692.png . . . 291208 → 241208 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001693.png . . . 76172 → 26112 | 3/5 · 60.00% | [WRONG]
Testing numbers_001694.png . . . 64945 → 64845 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001695.png . . . 7749 → 2249 | 2/4 · 50.00% | [WRONG]
Testing numbers_001696.png . . . 73708 → 23708 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001697.png . . . 0935717 → 0935212 | 5/7 · 71.43% | [WRONG]
Testing numbers_001698.png . . . 84568123 → 85568123 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001699.png . . . 0962606 → 0962606 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001700.png . . . 05742070 → 95242020 | 5/8 · 62.50% | [WRONG]
Testing numbers_001701.png . . . 5726568 → 5226568 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001702.png . . . 941416 → 948316 | 4/6 · 66.67% | [WRONG]
Testing numbers_001703.png . . . 0786997 → 0726892 | 4/7 · 57.14% | [WRONG]
Testing numbers_001704.png . . . 3640 → 3640 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001705.png . . . 1234 → 1224 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001706.png . . . 82474 → 82424 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001707.png . . . 28132 → 28132 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001708.png . . . 18950 → 18920 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001709.png . . . 18581114 → 18581114 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001710.png . . . 04002 → 04002 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001711.png . . . 233274 → 233274 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001712.png . . . 36852 → 36852 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001713.png . . . 7149 → 2149 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001714.png . . . 0129503 → 0128503 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001715.png . . . 98716985 → 98216985 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001716.png . . . 0100649 → 0100648 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001717.png . . . 194 → 174 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001718.png . . . 3326756 → 3326756 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001719.png . . . 48185 → 48185 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001720.png . . . 0610 → 0610 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001721.png . . . 3445 → 3445 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001722.png . . . 230 → 230 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001723.png . . . 82494 → 82498 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001724.png . . . 23176384 → 23176384 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001725.png . . . 45512397 → 85512392 | 6/8 · 75.00% | [WRONG]
Testing numbers_001726.png . . . 36019989 → 36019889 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001727.png . . . 8678 → 8228 | 2/4 · 50.00% | [WRONG]
Testing numbers_001728.png . . . 814112 → 814112 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001729.png . . . 636335 → 636335 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001730.png . . . 813 → 213 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001731.png . . . 923255 → 923255 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001732.png . . . 473139 → 423131 | 4/6 · 66.67% | [WRONG]
Testing numbers_001733.png . . . 9419 → 8412 | 2/4 · 50.00% | [WRONG]
Testing numbers_001734.png . . . 337 → 337 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001735.png . . . 962707 → 962707 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001736.png . . . 95771 → 80221 | 1/5 · 20.00% | [WRONG]
Testing numbers_001737.png . . . 5984 → 5954 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001738.png . . . 3288952 → 3688852 | 5/7 · 71.43% | [WRONG]
Testing numbers_001739.png . . . 3536662 → 3536662 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001740.png . . . 1895860 → 1875860 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001741.png . . . 637430 → 637430 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001742.png . . . 776798 → 226268 | 2/6 · 33.33% | [WRONG]
Testing numbers_001743.png . . . 63977899 → 63382848 | 3/8 · 37.50% | [WRONG]
Testing numbers_001744.png . . . 8096 → 8045 | 2/4 · 50.00% | [WRONG]
Testing numbers_001745.png . . . 7593 → 2543 | 2/4 · 50.00% | [WRONG]
Testing numbers_001746.png . . . 88159 → 88159 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001747.png . . . 13551 → 13551 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001748.png . . . 046381 → 046381 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001749.png . . . 2461406 → 2461406 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001750.png . . . 11790521 → 11280521 | 6/8 · 75.00% | [WRONG]
Testing numbers_001751.png . . . 1172 → 1172 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001752.png . . . 7893 → 7883 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001753.png . . . 28897 → 28892 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001754.png . . . 844085 → 844485 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001755.png . . . 475 → 425 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001756.png . . . 86334 → 86331 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001757.png . . . 93033355 → 83033355 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001758.png . . . 83591 → 83591 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001759.png . . . 276 → 270 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001760.png . . . 09160 → 08160 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001761.png . . . 746 → 746 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001762.png . . . 154301 → 154301 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001763.png . . . 0244 → 0244 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001764.png . . . 06170503 → 06120503 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001765.png . . . 48883976 → 48883926 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001766.png . . . 5487729 → 8487228 | 4/7 · 57.14% | [WRONG]
Testing numbers_001767.png . . . 98539 → 88539 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001768.png . . . 564173 → 2736417437 | 1/6 · 16.67% | [WRONG]
Testing numbers_001769.png . . . 138 → 138 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001770.png . . . 205 → 205 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001771.png . . . 29858737 → 27858237 | 6/8 · 75.00% | [WRONG]
Testing numbers_001772.png . . . 254338 → 254338 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001773.png . . . 5846665 → 5886665 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001774.png . . . 244969 → 244868 | 4/6 · 66.67% | [WRONG]
Testing numbers_001775.png . . . 120242 → 120242 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001776.png . . . 91180799 → 81180799 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001777.png . . . 600289 → 6030289 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001778.png . . . 80452 → 80452 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001779.png . . . 994 → 874 | 1/3 · 33.33% | [WRONG]
Testing numbers_001780.png . . . 322 → 322 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001781.png . . . 7337 → 2332 | 2/4 · 50.00% | [WRONG]
Testing numbers_001782.png . . . 545 → 580 | 1/3 · 33.33% | [WRONG]
Testing numbers_001783.png . . . 287287 → 253287 | 4/6 · 66.67% | [WRONG]
Testing numbers_001784.png . . . 476713 → 426113 | 4/6 · 66.67% | [WRONG]
Testing numbers_001785.png . . . 65945103 → 65845103 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001786.png . . . 5272922 → 5242922 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001787.png . . . 690 → 680 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001788.png . . . 3502 → 2582 | 2/4 · 50.00% | [WRONG]
Testing numbers_001789.png . . . 436 → 436 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001790.png . . . 859 → 859 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001791.png . . . 3608 → 3608 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001792.png . . . 5697 → 5673 | 2/4 · 50.00% | [WRONG]
Testing numbers_001793.png . . . 9478789 → 9478789 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001794.png . . . 4004 → 4004 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001795.png . . . 05231110 → 05231110 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001796.png . . . 279 → 277 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001797.png . . . 70590 → 70530 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001798.png . . . 1455 → 1485 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001799.png . . . 161391 → 161371 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001800.png . . . 190425 → 190425 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001801.png . . . 571 → 571 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001802.png . . . 3292246 → 3282246 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001803.png . . . 035 → 030 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001804.png . . . 274969 → 274729 | 4/6 · 66.67% | [WRONG]
Testing numbers_001805.png . . . 606412 → 606412 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001806.png . . . 8385 → 8385 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001807.png . . . 76831795 → 26831795 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001808.png . . . 86637945 → 86632845 | 6/8 · 75.00% | [WRONG]
Testing numbers_001809.png . . . 568 → 568 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001810.png . . . 87787 → 13787 | 3/5 · 60.00% | [WRONG]
Testing numbers_001811.png . . . 92176 → 821709 | 2/5 · 40.00% | [WRONG]
Testing numbers_001812.png . . . 59164 → 59164 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001813.png . . . 1048 → 1088 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001814.png . . . 3251 → 3251 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001815.png . . . 0767866 → 0367866 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001816.png . . . 454825 → 854825 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001817.png . . . 78457 → 08452 | 3/5 · 60.00% | [WRONG]
Testing numbers_001818.png . . . 4407745 → 48077145 | 5/7 · 71.43% | [WRONG]
Testing numbers_001819.png . . . 62471190 → 6271180 | 6/8 · 75.00% | [WRONG]
Testing numbers_001820.png . . . 99898 → 89098 | 3/5 · 60.00% | [WRONG]
Testing numbers_001821.png . . . 493947 → 493842 | 4/6 · 66.67% | [WRONG]
Testing numbers_001822.png . . . 8872067 → 8822067 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001823.png . . . 4068054 → 4068004 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001824.png . . . 8029869 → 8029868 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001825.png . . . 37486 → 92480 | 2/5 · 40.00% | [WRONG]
Testing numbers_001826.png . . . 0160634 → 0160634 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001827.png . . . 268800 → 268800 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001828.png . . . 3674 → 32028 | 0/4 · 0.00% | [WRONG]
Testing numbers_001829.png . . . 3810423 → 3810423 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001830.png . . . 686231 → 686231 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001831.png . . . 27611 → 22611 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001832.png . . . 50328243 → 50320243 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001833.png . . . 78265 → 28265 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001834.png . . . 9185776 → 4115776 | 5/7 · 71.43% | [WRONG]
Testing numbers_001835.png . . . 296020 → 286020 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001836.png . . . 3399 → 3389 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001837.png . . . 13912904 → 13912804 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001838.png . . . 400392 → 400342 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001839.png . . . 225206 → 225204 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001840.png . . . 954568 → 354568 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001841.png . . . 02690673 → 02690223 | 6/8 · 75.00% | [WRONG]
Testing numbers_001842.png . . . 182 → 152 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001843.png . . . 45565 → 45563 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001844.png . . . 3950811 → 3580811 | 5/7 · 71.43% | [WRONG]
