Testing numbers_000001.png . . . 32223324 → 38227364 | 5/8 · 62.50% | [WRONG]
Testing numbers_001550.png . . . 579 → 877 | 1/3 · 33.33% | [WRONG]
Testing numbers_001551.png . . . 849 → 888 | 1/3 · 33.33% | [WRONG]
Testing numbers_001552.png . . . 30747 → 30888 | 2/5 · 40.00% | [WRONG]
Testing numbers_001553.png . . . 472717 → 432317 | 4/6 · 66.67% | [WRONG]
Testing numbers_001554.png . . . 67987420 → 63958420 | 5/8 · 62.50% | [WRONG]
Testing numbers_001555.png . . . 8260973 → 8260923 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001556.png . . . 579893 → 083883 | 2/6 · 33.33% | [WRONG]
Testing numbers_001557.png . . . 278772 → 218332 | 3/6 · 50.00% | [WRONG]
Testing numbers_001558.png . . . 692 → 682 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001559.png . . . 060947 → 060748 | 4/6 · 66.67% | [WRONG]
Testing numbers_001560.png . . . 147325 → 843328 | 3/6 · 50.00% | [WRONG]
Testing numbers_001561.png . . . 6484148 → 6484148 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001562.png . . . 62467754 → 22463354 | 5/8 · 62.50% | [WRONG]
Testing numbers_001563.png . . . 87801 → 38001 | 2/5 · 40.00% | [WRONG]
Testing numbers_001564.png . . . 2326193 → 2325847 | 3/7 · 42.86% | [WRONG]
Testing numbers_001565.png . . . 8023 → 8023 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001566.png . . . 8859481 → 8808481 | 5/7 · 71.43% | [WRONG]
Testing numbers_001567.png . . . 9937 → 8833 | 1/4 · 25.00% | [WRONG]
Testing numbers_001568.png . . . 23873 → 23883 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001569.png . . . 88773174 → 88833194 | 5/8 · 62.50% | [WRONG]
Testing numbers_001570.png . . . 19587 → 19558 | 3/5 · 60.00% | [WRONG]
Testing numbers_001571.png . . . 091 → 081 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001572.png . . . 8125842 → 8825848 | 5/7 · 71.43% | [WRONG]
Testing numbers_001573.png . . . 3053861 → 3053828 | 5/7 · 71.43% | [WRONG]
Testing numbers_001574.png . . . 498572 → 438572 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001575.png . . . 17125 → 17145 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001576.png . . . 76806 → 76806 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001577.png . . . 1463 → 8863 | 2/4 · 50.00% | [WRONG]
Testing numbers_001578.png . . . 956284 → 356264 | 4/6 · 66.67% | [WRONG]
Testing numbers_001579.png . . . 60811928 → 60811325 | 6/8 · 75.00% | [WRONG]
Testing numbers_001580.png . . . 536015 → 036015 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001581.png . . . 9867 → 9862 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001582.png . . . 215 → 215 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001583.png . . . 830796 → 830732 | 4/6 · 66.67% | [WRONG]
Testing numbers_001584.png . . . 935 → 735 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001585.png . . . 042878 → 042880 | 4/6 · 66.67% | [WRONG]
Testing numbers_001586.png . . . 54223 → 54228 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001587.png . . . 32981 → 36981 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001588.png . . . 772076 → 872086 | 4/6 · 66.67% | [WRONG]
Testing numbers_001589.png . . . 03339 → 03337 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001590.png . . . 324 → 324 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001591.png . . . 48293 → 88273 | 3/5 · 60.00% | [WRONG]
Testing numbers_001592.png . . . 93314 → 83319 | 3/5 · 60.00% | [WRONG]
Testing numbers_001593.png . . . 91456924 → 81466829 | 4/8 · 50.00% | [WRONG]
Testing numbers_001594.png . . . 3809 → 5503 | 1/4 · 25.00% | [WRONG]
Testing numbers_001595.png . . . 716421 → 316428 | 4/6 · 66.67% | [WRONG]
Testing numbers_001596.png . . . 69330630 → 68330530 | 6/8 · 75.00% | [WRONG]
Testing numbers_001597.png . . . 04057 → 04052 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001598.png . . . 00860 → 06860 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001599.png . . . 75009378 → 7800839807 | 3/8 · 37.50% | [WRONG]
Testing numbers_001600.png . . . 569 → 568 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001601.png . . . 26717 → 26817 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001602.png . . . 5572477 → 5582637 | 4/7 · 57.14% | [WRONG]
Testing numbers_001603.png . . . 61456211 → 614606218 | 5/8 · 62.50% | [WRONG]
Testing numbers_001604.png . . . 24509 → 34503 | 3/5 · 60.00% | [WRONG]
Testing numbers_001605.png . . . 8979 → 8839 | 2/4 · 50.00% | [WRONG]
Testing numbers_001606.png . . . 502 → 582 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001607.png . . . 9085010 → 9005010 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001608.png . . . 6043471 → 6093781 | 4/7 · 57.14% | [WRONG]
Testing numbers_001609.png . . . 7132 → 3132 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001610.png . . . 679 → 687 | 1/3 · 33.33% | [WRONG]
Testing numbers_001611.png . . . 00671 → 0061 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001612.png . . . 64180 → 64880 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001613.png . . . 3533720 → 3533320 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001614.png . . . 452207 → 862203 | 3/6 · 50.00% | [WRONG]
Testing numbers_001615.png . . . 69169793 → 6916783 | 6/8 · 75.00% | [WRONG]
Testing numbers_001616.png . . . 8986601 → 0856608 | 3/7 · 42.86% | [WRONG]
Testing numbers_001617.png . . . 785 → 385 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001618.png . . . 99102276 → 73103296 | 4/8 · 50.00% | [WRONG]
Testing numbers_001619.png . . . 6566 → 6266 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001620.png . . . 815267 → 815263 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001621.png . . . 32432827 → 32435823 | 6/8 · 75.00% | [WRONG]
Testing numbers_001622.png . . . 92576321 → 72586321 | 6/8 · 75.00% | [WRONG]
Testing numbers_001623.png . . . 56890651 → 56080251 | 5/8 · 62.50% | [WRONG]
Testing numbers_001624.png . . . 383 → 383 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001625.png . . . 137905 → 132908 | 4/6 · 66.67% | [WRONG]
Testing numbers_001626.png . . . 8440 → 8440 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001627.png . . . 4097 → 90018 | 0/4 · 0.00% | [WRONG]
Testing numbers_001628.png . . . 428414 → 428114 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001629.png . . . 540958 → 840458 | 4/6 · 66.67% | [WRONG]
Testing numbers_001630.png . . . 0000 → 0000 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001631.png . . . 34897162 → 34898169 | 6/8 · 75.00% | [WRONG]
Testing numbers_001632.png . . . 359869 → 387861 | 3/6 · 50.00% | [WRONG]
Testing numbers_001633.png . . . 52644535 → 52644585 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001634.png . . . 0974960 → 0984960 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001635.png . . . 4449537 → 9498533 | 3/7 · 42.86% | [WRONG]
Testing numbers_001636.png . . . 7749184 → 7799107 | 4/7 · 57.14% | [WRONG]
Testing numbers_001637.png . . . 001593 → 031583 | 4/6 · 66.67% | [WRONG]
Testing numbers_001638.png . . . 70945 → 70945 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001639.png . . . 0679715 → 0633810 | 3/7 · 42.86% | [WRONG]
Testing numbers_001640.png . . . 59439 → 59438 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001641.png . . . 541017 → 541013 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001642.png . . . 159106 → 188106 | 4/6 · 66.67% | [WRONG]
Testing numbers_001643.png . . . 4267 → 9227 | 2/4 · 50.00% | [WRONG]
Testing numbers_001644.png . . . 2702885 → 2302085 | 5/7 · 71.43% | [WRONG]
Testing numbers_001645.png . . . 8826938 → 8826838 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001646.png . . . 68104160 → 58894160 | 5/8 · 62.50% | [WRONG]
Testing numbers_001647.png . . . 11653364 → 10653366 | 6/8 · 75.00% | [WRONG]
Testing numbers_001648.png . . . 530 → 880 | 1/3 · 33.33% | [WRONG]
Testing numbers_001649.png . . . 347 → 383 | 1/3 · 33.33% | [WRONG]
Testing numbers_001650.png . . . 185 → 180 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001651.png . . . 246245 → 246245 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001652.png . . . 14384 → 18384 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001653.png . . . 72496 → 72486 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001654.png . . . 34532951 → 39532951 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001655.png . . . 9980612 → 8980612 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001656.png . . . 1195937 → 1185333 | 4/7 · 57.14% | [WRONG]
Testing numbers_001657.png . . . 1196 → 1842 | 1/4 · 25.00% | [WRONG]
Testing numbers_001658.png . . . 5089201 → 5033201 | 5/7 · 71.43% | [WRONG]
Testing numbers_001659.png . . . 4054 → 4354 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001660.png . . . 2610993 → 4610193 | 5/7 · 71.43% | [WRONG]
Testing numbers_001661.png . . . 2965 → 2965 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001662.png . . . 3006051 → 3006051 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001663.png . . . 926503 → 726003 | 4/6 · 66.67% | [WRONG]
Testing numbers_001664.png . . . 45550513 → 25680513 | 5/8 · 62.50% | [WRONG]
Testing numbers_001665.png . . . 421231 → 421231 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001666.png . . . 75773531 → 03733538 | 4/8 · 50.00% | [WRONG]
Testing numbers_001667.png . . . 62520857 → 26320853 | 4/8 · 50.00% | [WRONG]
Testing numbers_001668.png . . . 502571 → 302531 | 4/6 · 66.67% | [WRONG]
Testing numbers_001669.png . . . 235373 → 235383 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001670.png . . . 58039 → 53034 | 3/5 · 60.00% | [WRONG]
Testing numbers_001671.png . . . 0028496 → 0020486 | 5/7 · 71.43% | [WRONG]
Testing numbers_001672.png . . . 187108 → 187108 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001673.png . . . 246 → 246 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001674.png . . . 751 → 731 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001675.png . . . 84821203 → 84828203 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001676.png . . . 50876571 → 50876571 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001677.png . . . 763906 → 867706 | 3/6 · 50.00% | [WRONG]
Testing numbers_001678.png . . . 774 → 774 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001679.png . . . 4163423 → 4163623 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001680.png . . . 15991197 → 17731187 | 4/8 · 50.00% | [WRONG]
Testing numbers_001681.png . . . 317 → 313 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001682.png . . . 161377 → 121388 | 3/6 · 50.00% | [WRONG]
Testing numbers_001683.png . . . 2178253 → 2188203 | 5/7 · 71.43% | [WRONG]
Testing numbers_001684.png . . . 15682 → 160682 | 3/5 · 60.00% | [WRONG]
Testing numbers_001685.png . . . 365 → 365 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001686.png . . . 049 → 694 | 0/3 · 0.00% | [WRONG]
Testing numbers_001687.png . . . 0633 → 0633 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001688.png . . . 4790 → 4390 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001689.png . . . 8555 → 8550 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001690.png . . . 2388380 → 2585980 | 4/7 · 57.14% | [WRONG]
Testing numbers_001691.png . . . 77095739 → 32080338 | 2/8 · 25.00% | [WRONG]
Testing numbers_001692.png . . . 291208 → 291208 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001693.png . . . 76172 → 86122 | 3/5 · 60.00% | [WRONG]
Testing numbers_001694.png . . . 64945 → 64840 | 3/5 · 60.00% | [WRONG]
Testing numbers_001695.png . . . 7749 → 8843 | 1/4 · 25.00% | [WRONG]
Testing numbers_001696.png . . . 73708 → 33708 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001697.png . . . 0935717 → 0835817 | 5/7 · 71.43% | [WRONG]
Testing numbers_001698.png . . . 84568123 → 80568813 | 5/8 · 62.50% | [WRONG]
Testing numbers_001699.png . . . 0962606 → 0962600 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001700.png . . . 05742070 → 95842030 | 5/8 · 62.50% | [WRONG]
Testing numbers_001701.png . . . 5726568 → 5226568 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001702.png . . . 941416 → 928316 | 3/6 · 50.00% | [WRONG]
Testing numbers_001703.png . . . 0786997 → 0886842 | 3/7 · 42.86% | [WRONG]
Testing numbers_001704.png . . . 3640 → 3640 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001705.png . . . 1234 → 1224 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001706.png . . . 82474 → 82984 | 3/5 · 60.00% | [WRONG]
Testing numbers_001707.png . . . 28132 → 28186 | 3/5 · 60.00% | [WRONG]
Testing numbers_001708.png . . . 18950 → 18920 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001709.png . . . 18581114 → 18581114 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001710.png . . . 04002 → 04002 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001711.png . . . 233274 → 233274 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001712.png . . . 36852 → 36852 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001713.png . . . 7149 → 3143 | 2/4 · 50.00% | [WRONG]
Testing numbers_001714.png . . . 0129503 → 0128505 | 5/7 · 71.43% | [WRONG]
Testing numbers_001715.png . . . 98716985 → 38916985 | 6/8 · 75.00% | [WRONG]
Testing numbers_001716.png . . . 0100649 → 0100248 | 5/7 · 71.43% | [WRONG]
Testing numbers_001717.png . . . 194 → 874 | 1/3 · 33.33% | [WRONG]
Testing numbers_001718.png . . . 3326756 → 3326356 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001719.png . . . 48185 → 48185 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001720.png . . . 0610 → 0610 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001721.png . . . 3445 → 3445 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001722.png . . . 230 → 230 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001723.png . . . 82494 → 52498 | 3/5 · 60.00% | [WRONG]
Testing numbers_001724.png . . . 23176384 → 25886384 | 5/8 · 62.50% | [WRONG]
Testing numbers_001725.png . . . 45512397 → 85512337 | 6/8 · 75.00% | [WRONG]
Testing numbers_001726.png . . . 36019989 → 36019737 | 5/8 · 62.50% | [WRONG]
Testing numbers_001727.png . . . 8678 → 8538 | 2/4 · 50.00% | [WRONG]
Testing numbers_001728.png . . . 814112 → 814112 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001729.png . . . 636335 → 632335 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001730.png . . . 813 → 213 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001731.png . . . 923255 → 323255 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001732.png . . . 473139 → 423831 | 3/6 · 50.00% | [WRONG]
Testing numbers_001733.png . . . 9419 → 8418 | 2/4 · 50.00% | [WRONG]
Testing numbers_001734.png . . . 337 → 333 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001735.png . . . 962707 → 862307 | 4/6 · 66.67% | [WRONG]
Testing numbers_001736.png . . . 95771 → 80821 | 1/5 · 20.00% | [WRONG]
Testing numbers_001737.png . . . 5984 → 5304 | 2/4 · 50.00% | [WRONG]
Testing numbers_001738.png . . . 3288952 → 3688852 | 5/7 · 71.43% | [WRONG]
Testing numbers_001739.png . . . 3536662 → 5536662 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001740.png . . . 1895860 → 1875260 | 5/7 · 71.43% | [WRONG]
Testing numbers_001741.png . . . 637430 → 637430 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001742.png . . . 776798 → 336758 | 3/6 · 50.00% | [WRONG]
Testing numbers_001743.png . . . 63977899 → 63988898 | 5/8 · 62.50% | [WRONG]
Testing numbers_001744.png . . . 8096 → 8086 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001745.png . . . 7593 → 2033 | 1/4 · 25.00% | [WRONG]
Testing numbers_001746.png . . . 88159 → 88183 | 3/5 · 60.00% | [WRONG]
Testing numbers_001747.png . . . 13551 → 13581 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001748.png . . . 046381 → 096381 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001749.png . . . 2461406 → 2468402 | 5/7 · 71.43% | [WRONG]
Testing numbers_001750.png . . . 11790521 → 11380521 | 6/8 · 75.00% | [WRONG]
Testing numbers_001751.png . . . 1172 → 1132 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001752.png . . . 7893 → 8883 | 2/4 · 50.00% | [WRONG]
Testing numbers_001753.png . . . 28897 → 28883 | 3/5 · 60.00% | [WRONG]
Testing numbers_001754.png . . . 844085 → 844485 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001755.png . . . 475 → 485 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001756.png . . . 86334 → 86338 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001757.png . . . 93033355 → 86033355 | 6/8 · 75.00% | [WRONG]
Testing numbers_001758.png . . . 83591 → 83591 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001759.png . . . 276 → 226 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001760.png . . . 09160 → 08820 | 2/5 · 40.00% | [WRONG]
Testing numbers_001761.png . . . 746 → 346 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001762.png . . . 154301 → 134301 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001763.png . . . 0244 → 0274 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001764.png . . . 06170503 → 06130503 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001765.png . . . 48883976 → 98883986 | 6/8 · 75.00% | [WRONG]
Testing numbers_001766.png . . . 5487729 → 5482224 | 4/7 · 57.14% | [WRONG]
Testing numbers_001767.png . . . 98539 → 88538 | 3/5 · 60.00% | [WRONG]
Testing numbers_001768.png . . . 564173 → 4736413477 | 0/6 · 0.00% | [WRONG]
Testing numbers_001769.png . . . 138 → 135 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001770.png . . . 205 → 205 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001771.png . . . 29858737 → 27858333 | 5/8 · 62.50% | [WRONG]
Testing numbers_001772.png . . . 254338 → 254338 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001773.png . . . 5846665 → 5386625 | 4/7 · 57.14% | [WRONG]
Testing numbers_001774.png . . . 244969 → 244168 | 4/6 · 66.67% | [WRONG]
Testing numbers_001775.png . . . 120242 → 820242 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001776.png . . . 91180799 → 81180739 | 6/8 · 75.00% | [WRONG]
Testing numbers_001777.png . . . 600289 → 6530288 | 3/6 · 50.00% | [WRONG]
Testing numbers_001778.png . . . 80452 → 80852 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001779.png . . . 994 → 879 | 0/3 · 0.00% | [WRONG]
Testing numbers_001780.png . . . 322 → 322 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001781.png . . . 7337 → 3338 | 2/4 · 50.00% | [WRONG]
Testing numbers_001782.png . . . 545 → 580 | 1/3 · 33.33% | [WRONG]
Testing numbers_001783.png . . . 287287 → 253227 | 3/6 · 50.00% | [WRONG]
Testing numbers_001784.png . . . 476713 → 486113 | 4/6 · 66.67% | [WRONG]
Testing numbers_001785.png . . . 65945103 → 65845103 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001786.png . . . 5272922 → 5282922 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001787.png . . . 690 → 680 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001788.png . . . 3502 → 2562 | 2/4 · 50.00% | [WRONG]
Testing numbers_001789.png . . . 436 → 932 | 1/3 · 33.33% | [WRONG]
Testing numbers_001790.png . . . 859 → 859 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001791.png . . . 3608 → 3608 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001792.png . . . 5697 → 5273 | 1/4 · 25.00% | [WRONG]
Testing numbers_001793.png . . . 9478789 → 8474388 | 3/7 · 42.86% | [WRONG]
Testing numbers_001794.png . . . 4004 → 1004 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001795.png . . . 05231110 → 05231110 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001796.png . . . 279 → 277 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001797.png . . . 70590 → 80530 | 3/5 · 60.00% | [WRONG]
Testing numbers_001798.png . . . 1455 → 1455 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001799.png . . . 161391 → 121371 | 4/6 · 66.67% | [WRONG]
Testing numbers_001800.png . . . 190425 → 190925 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001801.png . . . 571 → 531 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001802.png . . . 3292246 → 3282246 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001803.png . . . 035 → 030 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001804.png . . . 274969 → 274768 | 4/6 · 66.67% | [WRONG]
Testing numbers_001805.png . . . 606412 → 206412 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001806.png . . . 8385 → 8385 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001807.png . . . 76831795 → 26838395 | 5/8 · 62.50% | [WRONG]
Testing numbers_001808.png . . . 86637945 → 82673845 | 4/8 · 50.00% | [WRONG]
Testing numbers_001809.png . . . 568 → 568 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001810.png . . . 87787 → 83287 | 3/5 · 60.00% | [WRONG]
Testing numbers_001811.png . . . 92176 → 821767 | 3/5 · 60.00% | [WRONG]
Testing numbers_001812.png . . . 59164 → 09169 | 3/5 · 60.00% | [WRONG]
Testing numbers_001813.png . . . 1048 → 1078 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001814.png . . . 3251 → 3251 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001815.png . . . 0767866 → 0367666 | 5/7 · 71.43% | [WRONG]
Testing numbers_001816.png . . . 454825 → 854825 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001817.png . . . 78457 → 78403 | 3/5 · 60.00% | [WRONG]
Testing numbers_001818.png . . . 4407745 → 48077145 | 5/7 · 71.43% | [WRONG]
Testing numbers_001819.png . . . 62471190 → 6231180 | 5/8 · 62.50% | [WRONG]
Testing numbers_001820.png . . . 99898 → 89088 | 2/5 · 40.00% | [WRONG]
Testing numbers_001821.png . . . 493947 → 993842 | 3/6 · 50.00% | [WRONG]
Testing numbers_001822.png . . . 8872067 → 8832067 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001823.png . . . 4068054 → 4068004 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001824.png . . . 8029869 → 8029868 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001825.png . . . 37486 → 98480 | 2/5 · 40.00% | [WRONG]
Testing numbers_001826.png . . . 0160634 → 0160634 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001827.png . . . 268800 → 208800 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001828.png . . . 3674 → 32588 | 0/4 · 0.00% | [WRONG]
Testing numbers_001829.png . . . 3810423 → 3810423 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001830.png . . . 686231 → 586231 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001831.png . . . 27611 → 03611 | 3/5 · 60.00% | [WRONG]
Testing numbers_001832.png . . . 50328243 → 00320243 | 6/8 · 75.00% | [WRONG]
Testing numbers_001833.png . . . 78265 → 28265 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001834.png . . . 9185776 → 3185722 | 4/7 · 57.14% | [WRONG]
Testing numbers_001835.png . . . 296020 → 286020 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001836.png . . . 3399 → 3389 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001837.png . . . 13912904 → 13812804 | 6/8 · 75.00% | [WRONG]
Testing numbers_001838.png . . . 400392 → 400332 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001839.png . . . 225206 → 265208 | 4/6 · 66.67% | [WRONG]
Testing numbers_001840.png . . . 954568 → 354568 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001841.png . . . 02690673 → 02680873 | 6/8 · 75.00% | [WRONG]
Testing numbers_001842.png . . . 182 → 802 | 1/3 · 33.33% | [WRONG]
Testing numbers_001843.png . . . 45565 → 45565 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001844.png . . . 3950811 → 3880811 | 5/7 · 71.43% | [WRONG]
Testing numbers_001845.png . . . 548149 → 548849 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001846.png . . . 4979880 → 4983000 | 3/7 · 42.86% | [WRONG]
Testing numbers_001847.png . . . 003 → 003 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001848.png . . . 41013121 → 81013121 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001849.png . . . 9643 → 9643 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001850.png . . . 7540124 → 2590129 | 4/7 · 57.14% | [WRONG]
Testing numbers_001851.png . . . 470 → 470 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001852.png . . . 2691 → 2688 | 2/4 · 50.00% | [WRONG]
Testing numbers_001853.png . . . 68327 → 68327 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001854.png . . . 658244 → 651244 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001855.png . . . 01207336 → 08203336 | 6/8 · 75.00% | [WRONG]
Testing numbers_001856.png . . . 59694 → 58694 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001857.png . . . 7679 → 8627 | 1/4 · 25.00% | [WRONG]
Testing numbers_001858.png . . . 83602 → 83202 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001859.png . . . 09858513 → 098585132 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001860.png . . . 10157 → 60157 | 4/5 · 80.00% | [NEAR MATCH]
